gene	recessive	dominant	adult_onset
KRT15	0	0	0
KRT5	1	1	1
KRT6A	0	1	0
KRT6B	0	1	0
KRT3	0	1	0
KRT7	0	0	0
KRT8	1	1	0
KRT13	0	1	0
KRT14	1	1	1
KRT16	1	1	0
KRT17	0	1	0
KRT18	1	1	0
KRT10	1	1	0
FGF7	0	1	0
KIF11	1	1	0
LALBA	0	0	0
LDHA	1	0	0
LDHB	0	0	0
LDHC	0	0	0
CSH1	0	0	0
LPO	0	0	0
LTF	0	0	0
LAMB1	1	0	0
LAMC1	0	1	0
LAMC2	1	0	0
LAMB3	1	1	0
LAMA1	1	0	0
LAMB2	1	0	0
LMNA	1	1	1
LMNB1	0	1	1
LMNB2	1	1	0
RPSA	1	1	0
LTBP1	0	0	0
LGALS1	0	0	0
LGALS2	0	0	0
B3GAT1	0	0	0
LNPEP	0	0	0
HTL	0	0	0
LARS	1	0	0
RUNX1	0	1	0
BCR	0	1	0
BCL2	0	0	0
LYL1	0	0	0
BCL5	0	0	0
STMN1	0	0	0
LIFR	1	0	0
FCER2	0	0	0
PTPRC	1	1	0
ITGAX	0	0	0
LTK	0	0	0
CD37	0	0	0
CD53	0	0	0
ANPEP	0	0	0
LTA4H	0	0	0
LGTN	0	0	0
LIPC	1	1	1
LCN1	0	0	0
ANXA1	0	0	0
ANXA2	0	0	0
LIPE	1	0	0
LBP	0	0	0
LPA	0	1	0
TFPI	0	0	0
ALOX5	1	1	0
ALOX12	0	0	0
ALOX15	0	0	0
ACSL1	0	0	0
KCNH2	0	1	0
LOR	1	1	0
XRCC6	0	0	0
GNRH1	1	1	0
LHB	1	1	0
LHCGR	1	1	0
SELL	0	0	0
TNFRSF8	0	0	0
LEF1	0	1	0
CLC	0	0	0
LAMP1	0	0	0
LAG3	0	0	0
CD5	0	0	0
ITGAL	0	0	0
LCK	1	1	0
CD58	0	0	0
LCP1	0	0	0
LSP1	0	0	0
LAKLG	0	0	0
LTA	1	0	0
LYZ	0	1	0
PLOD1	1	1	0
LOX	1	0	0
LOXL1	0	1	0
CAPG	0	0	0
MRC1	0	0	0
LGALS3	0	0	0
MIF	0	0	0
MSR1	1	1	0
CD68	0	0	0
VMD1	0	1	0
CYMD	0	1	0
YBX1	0	0	0
NELFE	0	0	0
LIM2	1	1	0
MIP	1	1	0
MDH2	0	0	0
MDH1	0	0	0
MAK	1	0	0
ME1	0	0	0
ME2	0	0	0
MHS2	0	1	0
SAI1	1	1	0
MGAM	0	0	0
PSMC2	0	0	0
M6PR	0	1	0
MBL2	0	1	0
MPI	1	0	0
MAN2C1	0	0	0
MAN2A1	0	0	0
SERPINB5	0	0	0
MGP	1	0	0
MAX	1	1	0
ADAM11	0	0	0
MC3R	1	1	0
MC4R	1	1	0
PMEL	0	1	0
MC1R	1	1	0
CMM	1	1	0
CXCL1	1	0	0
MCAM	0	0	0
CD63	0	0	0
MELTF	0	0	0
ACAN	1	1	0
MROS	0	1	0
CD200	0	0	0
MN1	1	1	1
LAMA2	1	0	0
MT1B	0	0	0
MT1A	0	0	0
MT1E	0	0	0
MT1F	0	0	0
MT1G	0	0	0
MT1H	0	0	0
MT1IP	0	0	0
MT1JP	0	0	0
MT1M	0	0	0
MT1L	0	0	0
MT1X	0	0	0
MT2A	0	0	0
NME1	1	1	0
NME2	0	0	0
MBD1	0	1	0
MTAP	0	1	0
MARS	1	1	1
MPG	0	0	0
MGMT	0	0	0
MTR	1	1	1
MFAP2	0	0	0
MITF	1	1	0
MAP1B	0	0	0
MAP2	0	0	0
MAP4	0	0	0
MAPT	1	1	1
MSMB	0	0	0
MTTP	1	1	0
NDUFS1	1	1	1
RMRP	1	1	0
CDC25C	0	0	0
MMVP1	0	1	0
MBS1	1	1	0
PSMD7	1	0	0
SLC3A2	0	0	0
CCL2	1	1	0
CCL7	0	0	0
CD14	0	0	0
MLN	0	0	0
MUC1	1	1	1
ABCC1	0	0	0
MUC2	0	0	0
MUC3A	0	0	0
MUC4	0	0	0
MUC5AC	0	1	0
MUC6	0	0	0
MUC7	1	1	0
SLC20A2	1	1	1
EVI2A	0	0	0
EVI2B	0	0	0
MCC	1	1	0
MYBL1	0	0	0
MBP	0	0	0
MPZ	1	1	1
MAG	1	1	1
MOG	0	1	0
MPL	1	1	0
LIF	0	0	0
MCL1	0	0	0
MNDA	0	0	0
KMT2A	0	1	0
MLLT1	0	0	0
AFF1	0	1	0
MLLT3	0	0	0
AFDN	0	0	0
CD33	0	0	0
MYOD1	0	1	0
MYOG	0	0	0
MYF5	0	0	0
MYF6	0	1	0
MB	0	0	0
MYP2	0	1	0
MYH6	0	0	0
MYH3	1	1	0
MYH1	0	0	0
MYH2	1	1	0
MYH8	0	1	0
MYH4	0	0	0
MYH11	1	1	0
MYH7	1	1	1
MYL4	0	0	0
MYH9	0	1	0
MYH10	0	0	0
MYO5A	1	1	0
MYL1	0	0	0
MYL2	0	0	0
MYL5	0	0	0
MYL3	1	1	0
MYBPC2	0	0	0
MYBPC1	1	1	0
MYBPH	0	0	0
NMT1	1	0	0
HNRNPM	0	0	0
MGAT1	0	0	0
NQO2	1	1	0
NDUFV1	1	1	1
KLRC1	0	0	0
IL12A	0	0	0
IL12B	1	1	0
NKTR	0	0	0
NEB	1	0	0
NGFR	0	0	0
NGF	1	0	0
GAP43	0	0	0
NRL	1	1	0
PTN	0	1	0
MDK	0	0	0
PCSK1	0	0	0
PCSK2	0	0	0
NEFH	1	1	1
NEFM	0	0	0
NEFL	1	1	0
TAC1	0	0	0
TACR2	0	0	0
TACR1	0	0	0
TAC3	1	0	0
TACR3	1	0	0
NMB	0	0	0
NMBR	0	0	0
NHLH1	0	0	1
NHLH2	0	0	1
NPY	0	0	0
NPY1R	0	0	0
NPY2R	0	0	0
CXCR4	1	1	0
NTS	0	0	0
NTSR1	0	0	0
NTF3	0	0	0
NTF4	0	0	0
AZU1	0	0	0
NM	0	1	0
CD177	0	0	0
NFE2L1	0	0	0
NOS3	1	1	0
NOS2	1	1	0
NOS1	0	0	0
SNCA	1	1	1
HMGB1	0	0	0
HMGB2	0	0	0
HMGN2	0	0	0
HMGN1	0	0	0
SLC6A2	0	0	0
CEACAM6	0	0	0
NFIX	0	1	0
NFKBIA	0	1	0
NUMA1	0	0	0
CHMP1A	1	0	0
NFKB1	0	1	0
NFKB2	0	1	0
NFRKB	0	0	0
RELA	0	0	0
MATR3	0	1	1
HNRNPA1	0	1	0
HNRNPC	0	0	0
NOP2	0	0	0
NCL	0	0	0
NPM1	0	1	0
PNP	1	0	0
NAP1L1	0	0	0
NYS2	0	1	0
LEP	1	1	0
POU2F1	0	0	0
POU2F2	0	1	0
POU5F1	0	0	0
OBP2A	0	0	0
OMP	1	0	0
OR1D2	0	0	0
EBF1	0	0	0
OMG	0	0	0
OAS1	1	1	1
ATP5F1A	1	0	0
ABL2	0	0	0
ETS1	0	1	0
AKT1	1	1	0
AKT2	0	1	1
ETS2	0	0	0
VIS1	0	0	0
BRAF	1	1	0
RAF1	0	1	0
RET	1	1	0
CRK	0	0	0
CTTN	0	0	0
CSF1R	0	1	1
FOSB	0	0	0
SKI	0	1	0
MDM2	0	1	0
NRAS	1	1	0
OCM	0	0	0
FOS	0	0	0
WNT1	1	1	0
BMI1	0	1	0
MYCN	0	1	0
MYCL	0	0	0
MET	1	1	0
ERBB2	1	1	0
ETV3	0	0	0
FOXG1	0	0	0
VAV1	0	0	0
YES1	0	0	0
REL	0	0	0
KIT	1	1	0
FGR	0	0	0
FGF3	1	1	0
NOTCH4	0	0	0
CCN3	0	0	0
PIM1	0	0	0
WNT5A	1	1	0
FGF4	0	0	0
ROS1	0	0	0
RAB8A	0	0	0
TRU-TCA1-1	0	0	0
FLT1	0	1	0
ERG	0	0	0
RRAS	0	0	0
OSM	0	0	0
SEA	0	0	0
LYN	0	0	0
PVT1	0	0	0
JUN	0	1	0
JUNB	0	0	0
JUND	0	0	0
SPI1	0	0	0
MAS1	0	0	0
FGF5	1	0	0
OPRD1	0	0	0
OPRK1	0	0	0
MECOM	0	1	0
GLI1	0	0	0
GLI2	0	1	0
GLI3	1	1	0
HKR1	0	0	0
ZSCAN22	0	0	0
ZBTB48	0	0	0
GLI4	0	0	0
WNT3	1	1	0
SKIL	0	0	0
CBL	0	1	0
RHOB	0	0	0
RHOC	0	1	0
RHOA	0	1	0
ODC1	1	1	0
SPP1	0	1	0
OTSC1	0	1	0
NBR1	0	0	0
OSBP	0	0	0
OXT	0	1	0
OXTR	0	0	0
PCSK6	0	0	0
PAX2	0	1	1
PAX7	1	0	0
PAX1	1	0	0
PAX4	1	1	1
PAX5	0	1	0
PAX8	1	1	1
PAX9	0	1	0
PRRX1	1	1	0
REG1A	0	1	0
REG1B	0	1	0
PPY	0	0	0
SPINK1	1	1	1
REG3A	0	0	0
HPV18I1	0	0	0
HPV18I2	0	0	0
ELAVL4	0	0	0
PTMS	0	0	0
PTH	1	1	0
CCND1	1	1	0
PTH1R	1	1	0
PTHLH	0	1	0
PRH1	0	0	0
PRH2	0	0	0
PRB2	0	0	0
PON1	0	1	0
PRB3	0	0	0
PTLAH	0	1	0
PVALB	0	0	0
CDK18	0	0	0
DSG3	1	1	0
PGA3	0	0	0
PGA4	0	0	0
PGA5	0	0	0
PGC	0	0	0
CNDP2	0	0	0
PEPB	0	0	0
PEPC	0	0	0
PEPE	0	0	0
LAP3	0	0	0
TAP1	1	0	0
TAP2	1	0	0
PAM	0	0	0
PRF1	1	1	1
NUP85	0	0	0
PLIN1	0	1	1
PRPH	1	1	1
PMP2	1	0	0
PEX2	1	0	0
ABCD3	1	0	0
PPARA	0	0	0
ABCB1	0	0	0
ABCB4	1	1	1
SULT1A1	0	0	0
PNMT	0	0	0
PDC	0	0	0
ACP1	0	0	0
ACP5	1	1	0
ACP2	1	0	0
ALPI	0	0	0
ALPL	1	1	0
ACPP	0	0	0
ALPP	0	0	0
ALPG	0	0	0
PIK3R1	1	1	0
PIK3CA	1	1	0
PFKFB2	0	0	0
PFKP	0	0	0
PFKL	0	0	0
PDE7A	0	0	0
PDE1A	0	0	0
PDE1B	0	0	0
PGM1	1	0	0
PGM2	0	0	0
PGM3	1	0	0
PGD	0	1	0
PGAM1	0	0	0
PGK2	0	0	0
PGP	0	0	0
GPI	1	0	0
PLN	0	1	0
PLA2G1B	0	1	0
PLA2G2A	1	1	0
PLCG1	0	0	0
PLTP	0	0	0
ENO1	0	1	0
PAICS	0	0	0
PPAT	0	0	0
MTHFD1	1	1	0
PHKG1	0	0	0
PHKG2	1	1	0
PSPH	1	0	0
PHKB	1	0	0
SERPINF1	1	1	0
POU1F1	1	1	1
SCG5	0	0	0
PAEP	0	0	0
RNH1	0	0	0
SERPINB6	1	0	0
JUP	1	1	0
ENPP1	1	1	1
PLGLB1	0	0	0
PLG	1	1	1
SERPINE1	1	1	0
PLAT	0	1	0
SERPINB2	0	0	0
PLAUR	0	0	0
PTAFR	0	0	0
PDGFRB	1	1	0
PDGFA	0	0	0
PECAM1	0	0	0
PF4	0	0	0
PF4V1	0	0	0
ITGB3	1	1	0
PDGFRA	0	1	0
CD36	1	0	0
GP5	0	0	0
GP9	1	1	0
PLEK	0	0	0
SELP	0	1	0
PVR	0	0	0
PARP1	0	0	0
PIGR	0	0	0
PKD2	1	1	1
FUSE	0	0	0
POLB	0	1	0
POLD1	1	1	0
POLE	1	1	0
POLG	1	1	1
KCNC2	0	0	0
KCNA6	0	0	0
KCNC1	0	1	0
KCNA1	0	1	0
KCNE1	1	1	0
KCNA2	0	1	0
KCNA3	0	0	0
KCNC3	0	1	1
KCNC4	0	0	0
KCNA4	0	0	0
KCNA5	0	1	0
KCNA7	0	1	0
DLK1	0	1	0
TTR	0	1	1
PBX1	0	0	0
PBX2	0	0	0
PBX3	0	0	0
PAPPA	0	1	0
PSG1	0	0	0
PSG2	0	0	0
PSG3	0	0	0
PSG4	0	0	0
PSG5	0	0	0
PSG6	0	0	0
PSG7	0	0	0
PSG8	0	0	0
PSG9	0	0	0
PSG10P	0	0	0
PSG11	0	0	0
PZP	0	0	0
PFN2	0	0	0
PFN1	0	1	0
PRIM1	0	0	0
PRIM2	0	0	0
PRNP	1	1	1
PHB	1	1	0
P4HA1	0	0	0
PIP	0	0	0
INS	0	1	0
PCNA	1	0	0
MKI67	0	0	0
PRL	0	0	0
PRLR	0	1	0
PRDX1	0	0	0
PRCP	0	0	0
P4HB	0	1	0
PMCHL1	0	0	0
PMCHL2	0	0	0
PMCH	0	0	0
ZBTB16	1	1	0
PSAP	1	1	0
PTGER1	0	0	0
PTGDS	0	0	0
PTGER2	1	1	0
PTGS1	0	0	0
PTGER3	0	0	0
KLK3	0	0	0
POMC	1	1	0
PSMA2	0	0	0
PSMA3	0	0	0
PSMA5	0	0	0
PSMA4	0	0	0
PSMB10	0	1	0
PCMT1	0	0	0
AMBP	0	0	0
EIF2AK2	0	0	0
MAP2K1	1	0	0
CDK11B	0	0	0
PPP1CA	0	0	0
PTPN11	1	1	0
PTPN3	0	0	0
PTPN4	0	0	0
PTPN5	0	0	0
PROS1	1	1	0
PTPRB	0	0	0
PTPN6	1	1	0
PTPRA	0	0	0
PTPN1	0	1	1
PTPRG	0	0	0
PTPN2	0	0	0
PTPRM	0	0	0
PTPN7	0	0	0
PTPRZ1	1	0	0
PRKACB	0	0	0
PRKACG	1	0	0
PRKG1	0	1	0
PROZ	0	1	0
PRKAR2A	0	0	0
PRKAR1B	0	0	0
PRKAR2B	0	1	0
PPP1CC	0	0	0
PPP2CA	0	0	0
PPP2CB	0	0	0
F2	1	1	0
S100A1	0	0	0
TYK2	1	0	0
FER	0	0	0
FGFR2	1	1	0
EPHA8	0	0	0
EPHA2	0	1	0
ZAP70	1	0	0
MAPK1	0	0	0
MAPK4	0	0	0
PRKCA	0	1	0
PRKCB	0	0	0
PRKCE	0	1	0
PRKCD	1	0	0
PRKCG	1	1	0
RACK1	0	0	0
PRKCZ	1	1	0
S100B	0	0	0
S100A5	0	0	0
S100A3	0	0	0
S100A2	0	0	0
SERPINE2	0	0	0
PSKH1	0	0	0
PRTN3	0	0	0
SRGN	0	0	0
PSMB9	0	0	0
PSMB8	1	0	0
PRKCSH	0	1	0
MARCKS	0	0	0
EPB42	1	0	0
MAF	0	1	0
BCHE	1	0	0
PTOS1	0	1	0
SFTPC	0	1	0
SFTPA1	0	1	0
SFTPD	0	0	0
SFTPB	1	0	0
SFTPA2	0	1	0
MMP7	0	0	0
PDXK	0	0	0
PPA1	0	0	0
PYCR1	1	0	0
PKM	0	1	0
PDHB	0	0	0
PDHA2	0	0	0
RABGGTB	0	0	0
UBE2B	0	0	0
RDX	1	1	0
RAB3A	0	0	0
RAP1GDS1	0	0	0
RRAD	0	0	0
RHOG	0	0	0
RAB1A	0	0	0
RAB2A	0	0	0
RAB3B	0	0	0
RAB4A	0	1	0
RAB5A	0	1	0
RAB6A	0	0	0
RAB5B	0	0	0
RAP1A	0	0	0
RAP1B	0	0	0
RAP2A	0	1	0
RAP2B	0	0	0
RALA	0	0	0
RALB	0	0	0
RSU1	0	0	0
PTPRF	1	0	0
PRPH2	1	1	1
EPHA1	0	0	0
EPHA3	0	0	0
RAG1	1	1	0
RAG2	1	0	0
RAD51	1	1	0
RCVRN	1	0	0
RCC1	0	0	0
RLN1	0	0	0
RLN2	0	0	0
PRCC	0	1	0
DPEP1	0	0	0
REN	1	1	1
RPA1	0	0	0
RPA2	0	0	0
RPA3	0	0	0
CLIP1	1	0	0
RCD1	0	1	0
RD3	1	0	0
RPE65	1	0	0
PDE6A	1	0	0
PDE6B	1	1	0
PDE6G	1	1	0
RLBP1	1	1	0
RARG	0	0	0
ARID4A	0	0	0
KDM5A	0	0	0
RBL2	0	0	0
RARB	1	1	0
CRABP1	0	0	0
CRABP2	0	0	0
RARA	0	1	0
RXRA	0	1	0
RXRB	0	1	0
RXRG	0	1	0
RBP4	1	1	0
RBP1	0	0	0
RBP2	0	0	0
RBP3	1	0	0
RHAG	1	1	0
TST	0	0	0
RHO	1	1	0
GRK1	1	0	0
LMO2	0	0	0
LMO3	0	0	0
RRM2	0	0	0
RRM1	0	0	0
RPIA	1	0	0
RNASEL	0	1	0
RNASE1	0	0	0
RNR1	0	0	0
RNR2	0	0	0
RNR3	0	0	0
RNR4	0	0	0
RNR5	0	0	0
RPS6	0	0	0
RPS20P3	0	0	0
RPS20P4	0	0	0
RPS25	0	0	0
RPL19	0	0	0
RPL30	0	0	0
RPL35A	0	0	0
RPL36AL	0	0	0
RPN1	0	0	0
RPS11	0	0	0
RPS17	0	0	0
RPS18	0	0	0
RPL22	0	0	0
RPL12	0	0	0
RPS13	0	0	0
RPS21	0	0	0
RPS3A	0	0	0
RPL4	0	0	0
RPE	0	0	0
RPN2	0	0	0
RPLP0	0	0	0
RPLP1	0	0	0
RPLP2	0	0	0
RPS15	0	0	0
RLF	0	0	0
TRX-CAT2-1	0	0	0
TRX-CAT1-2	0	0	0
DDX5	0	0	0
TRE-TTC3-1	0	0	0
SNORA73A	0	0	0
SNORA62	0	0	0
SNORA63	0	0	0
POLR2A	0	1	0
POLR2B	0	0	0
POLR2I	0	0	0
POLR2C	0	0	0
POLR2E	0	0	0
RNU1-4	0	0	0
RNU2-1	0	0	0
RNU5A-1	0	0	0
RNU6-1	0	0	0
SNORD3A	0	0	0
ROM1	1	1	1
SNRNP70	0	0	0
RYR1	1	1	1
RYR2	1	1	0
RYR3	0	1	0
AHCY	1	0	0
AMD1	0	0	0
PRB1	0	1	0
PRB4	0	0	0
SAG	1	0	0
TSPAN31	0	0	0
SCZD1	1	1	0
STIL	1	1	0
TYS	0	1	0
SCTR	0	0	0
SCT	0	0	0
FUT2	1	1	0
CYTH1	0	1	0
SPARC	1	1	0
SPR	1	1	0
SDS	0	0	0
HTR1B	0	0	0
HTR1E	0	0	0
HTR1D	0	0	0
HTR1F	0	0	0
HTR2A	1	1	0
HTR7	0	0	0
SLC6A4	1	1	0
HTR3A	0	0	0
SEMG1	0	0	0
SEMG2	0	0	0
SHMT1	0	0	0
SPN	0	1	0
SRP19	0	0	0
SRPRA	0	0	0
SHBG	1	1	0
PI3	0	0	0
SPRR1A	0	0	0
SPRR1B	0	0	0
SPRR2A	0	0	0
SPRR2B	0	0	0
SPRR2C	0	0	0
SPRR3	0	0	0
SNRPN	0	1	0
CCL1	0	0	0
SNRPB	1	1	0
CCL3	1	1	0
CCL4	0	0	0
SNRPA	0	0	0
SLC8A1	0	1	0
SLC9A3	1	1	0
SLC17A1	0	0	0
SLC34A1	1	1	0
ATP1A1	0	0	0
ATP1B1	1	1	0
ATP1B2	0	0	0
ATP1A2	0	1	0
ATP1A3	0	1	0
ATP12A	0	0	0
SLC5A1	1	0	0
SLC5A2	1	1	0
SCN1A	0	1	0
SCN2A	0	1	0
SCN3A	0	0	0
SCN7A	0	0	0
SLC10A1	0	0	0
SST	0	0	0
SSTR1	0	0	0
SSTR2	0	0	0
SSTR3	0	0	0
SSTR4	0	0	0
SSTR5	0	1	0
SON	0	0	0
SORD	0	0	0
SRI	0	0	0
SOS1	1	1	0
TFF2	0	0	0
SPTBN1	0	1	0
SPTAN1	0	1	0
SPTA1	1	1	0
SPTB	0	1	0
ODF1	0	0	0
PRM1	0	0	0
ZP2	0	0	0
ZP3	0	0	0
PRM2	0	0	0
SRM	0	0	0
FDFT1	0	0	0
SOX2	0	1	0
SOX4	0	0	0
STATH	0	0	0
CSTA	1	0	0
PCOS1	0	1	0
KITLG	0	1	0
SRD5A1	0	0	0
SCP2	0	0	0
SREBF1	0	0	0
NR5A1	1	1	0
MMP3	0	0	0
MMP10	0	0	0
MMP11	0	0	0
CLU	0	0	0
ST2	0	0	0
SDHB	1	1	1
SOD3	0	0	0
EPCAM	1	1	0
SYT1	0	0	0
SURF1	1	0	0
SURF2	0	0	0
RPL7A	0	0	0
MED22	0	0	0
SURF6	0	0	0
SURF4	0	0	0
SV2A	0	0	0
SV2B	0	0	0
VAMP1	1	1	0
VAMP2	0	1	0
SDC1	0	0	0
SDC3	1	1	0
ANXA7	0	0	0
STX1A	0	0	0
STX4	0	0	0
CD27	1	0	0
CD6	0	0	0
CD8B	0	0	0
CD3G	1	0	0
TLN1	0	0	0
CD28	0	0	0
TLX1	0	0	0
CD247	0	0	0
CD3D	1	0	0
TRDC	0	0	0
CD7	0	0	0
CD3E	1	0	0
CD81	1	0	0
PSMC3	0	0	0
SLC6A6	0	0	0
TAL2	0	1	0
TCL4	0	0	0
TRAC	1	0	0
CD8A	1	1	0
LMO1	0	0	0
TRBC1	1	1	0
CD4	0	0	0
FKBP1A	0	0	0
FKBP2	0	0	0
FKBP3	0	0	0
TCL1A	0	0	0
TRGC1	0	0	0
ITK	1	0	0
TCTE1	0	0	0
TCTE3	0	0	0
TCP1	0	0	0
TCP11	0	0	0
CD2	0	0	0
CCL5	0	1	0
TCP10	0	0	0
TAL1	0	1	0
TELAB1	0	1	0
TERT	1	1	1
POLR3D	0	0	0
TNC	0	1	0
TDGF1	0	0	0
DNTT	0	0	0
CRISP2	0	0	0
CLEC3B	0	0	0
TPMT	1	0	0
TXN	0	0	0
TARS	0	0	0
F2R	0	0	0
PPBPP1	0	0	0
THBD	0	1	0
THBS1	0	0	0
THBS2	0	0	0
THBS3	0	0	0
TBXA2R	0	1	0
THY1	0	0	0
TK2	1	0	1
TK1	0	0	0
CD1C	0	0	0
DTYMK	0	0	0
TYMS	0	0	0
CD1B	0	0	0
CD1A	0	0	0
TMPO	0	1	0
PTMA	0	0	0
TMSB10	0	0	0
CD1D	0	0	0
CD1E	0	0	0
TG	1	1	0
TSHB	1	0	0
TRHR	0	0	0
TEF	0	0	0
TIMP2	0	0	0
TIMP3	1	1	0
PRKAR1A	1	1	0
TTN	1	1	1
GNLY	0	0	0
MAL	0	0	0
PEE1	1	1	0
TRN-GTT2-1	0	0	0
TFCP2	0	1	0
GCFC2	0	0	0
TFDP1	0	0	0
NFYA	0	0	0
NFYB	0	0	0
TCN1	0	0	0
SP1	0	0	0
HNF1B	1	1	1
TCF7	0	1	0
ZEB1	0	1	1
TRS-AGA2-3	0	0	0
TRP-TGG3-1	0	0	0
TRT-TGT6-1	0	0	0
TRK-TTT3-5	0	0	0
TRQ-CTG1-5	0	0	0
TRL-TAG1-1	0	0	0
TRV-AAC1-4	0	0	0
TRQ-TTG1-1	0	0	0
TRP-AGG2-5	0	0	0
TRP-AGG2-6	0	0	0
TRL-AAG2-3	0	0	0
TRT-TGT3-1	0	0	0
TPR	0	0	0
GTF2E1	0	0	0
GTF2B	0	0	0
GTF2E2	1	0	0
CEBPB	0	1	0
TEAD1	0	1	0
GTF2F1	0	0	0
GTF2F2	0	0	0
GNGT1	0	0	0
E2F1	0	1	0
GTF2H1	0	1	0
ELF1	0	0	0
ABL1	0	1	0
MYB	0	0	0
TF	1	0	0
TFRC	1	0	0
HRAS	1	1	0
FES	0	1	0
PDGFB	1	1	1
MOS	0	0	0
KRAS	1	1	0
MYC	0	1	0
SRC	1	1	0
GSM1	0	1	0
THRA	0	1	0
ERBB3	1	0	0
THRB	1	1	0
TGFA	0	0	0
TGFB1	1	1	0
TGFBR1	0	1	0
TGFBR2	1	1	0
TGM1	1	1	0
TGM2	0	0	0
CNTN2	1	1	0
NOTCH1	0	1	0
TGFB2	0	1	0
TGFB3	1	1	0
TNP1	0	0	0
TNP2	0	0	0
SLC25A1	1	0	0
TCHH	0	0	0
TPI1	1	0	0
TPP2	0	0	0
ZFP36	0	0	0
TPBG	0	0	0
TMOD1	0	0	0
TPM2	1	1	0
TPM1	0	1	0
TPM3	1	1	0
TNNC2	0	0	0
TNNC1	0	1	0
TNNT1	1	1	0
TNNI1	0	0	0
TNNI2	0	1	0
TNNI3	1	1	0
TNNT2	0	1	0
WARS	0	0	0
TPH1	0	0	0
TDO2	0	0	0
TPSAB1	0	0	0
TPSB2	0	0	0
TSC2	0	1	0
TUBA4A	0	1	0
TUBB	1	1	0
TUBG1	0	1	0
TM4SF1	0	0	0
TNF	1	1	1
TNFAIP1	0	0	0
TNFAIP3	0	1	0
EFNA1	0	0	0
TP53	1	1	0
HSP90B1	0	0	0
ST3	1	0	0
TNFRSF1A	0	1	0
TNFRSF1B	0	0	0
MAP3K8	1	0	0
TYRL	0	0	0
DCT	0	0	0
TH	1	1	0
BLK	0	1	0
KDR	0	1	0
DDR2	1	0	0
NTRK1	1	1	0
NTRK3	0	0	0
U2AF1	0	0	0
U2AF2	0	0	0
UBA52	0	0	0
UBA7	0	0	0
UQCRFS1	0	0	0
UQCRC1	0	0	0
UQCRC2	1	0	0
UQCRB	1	0	0
UBB	0	1	1
UBC	0	0	0
UCHL1	1	1	0
RPS27A	0	0	0
DPAGT1	1	0	0
CSDE1	0	0	0
USF1	0	1	0
UNG	1	0	0
UOX	0	0	0
CMPK1	0	0	0
NT5C	0	0	0
UPP1	0	0	0
UGT1A1	1	1	0
UGP2	0	0	0
PLAU	1	1	0
UMOD	1	1	1
SCGB1A1	0	0	0
CDH1	1	1	0
ATP6V0A1	0	0	0
ATP6V1B1	1	0	0
VARS	0	0	0
VCAM1	0	0	0
VEGFA	1	1	1
VIP	0	0	0
VIPR1	0	0	0
AVP	1	1	0
ITGA1	0	0	0
ITGA2	0	1	0
ITGA4	0	0	0
VLDLR	1	0	0
SLC18A2	0	0	0
SLC18A1	0	0	0
NYS4	0	1	0
VIL1	0	0	0
VIM	0	1	0
VCL	0	1	0
FLI1	0	0	0
VTN	0	0	0
ITGAV	0	0	0
VDAC2	0	0	0
WEE1	0	0	0
XBP1	0	0	0
XRCC1	1	1	0
XRCC4	1	0	1
XRCC5	0	0	0
AZGP1	0	0	0
ZFP3	0	0	0
ZNF2	0	0	0
ZNF3	0	0	0
ZNF33A	0	0	0
ZNF33B	0	0	0
ZNF18	0	0	0
ZNF19	0	0	0
ZNF34	0	0	0
ZNF23	0	0	0
ZNF25	0	0	0
ZNF22	0	0	0
ZNF7	0	0	0
ZNF8	0	0	0
ZNF35	0	0	0
ZNF24	0	0	0
ZNF29P	0	0	0
ZNF12	0	0	0
ZNF26	0	0	0
ZNF10	0	0	0
ZNF32	0	0	0
HIVEP1	0	0	0
ZBTB25	0	0	0
ZNF44	0	0	0
ZNF69	0	0	0
ZNF70	0	0	0
ZNF71	0	0	0
ZNF72P	0	0	0
ZNF73	0	0	0
ZNF74	0	0	0
ZNF76	0	0	0
MZF1	0	0	0
ZNF77	0	0	0
ZNF79	0	0	0
ZNF80	0	0	0
ZNF45	0	0	0
ZNF224	0	0	0
ZNF14	0	0	0
ZNF20	0	0	0
ZNF83	0	0	0
ZNF117	0	0	0
ZNF121	0	0	0
ZNF123P	0	0	0
ZNF124	0	0	0
ZNF141	1	0	0
ZP1	1	0	0
ACACA	1	0	0
ATD	1	1	0
BBS1	1	0	0
FUT1	1	0	0
LCS1	1	1	0
CFI	1	1	0
C6	0	0	0
C7	0	0	0
DWS	1	0	0
DECR1	0	0	0
EBR3	1	0	0
KLKB1	1	0	0
ETFDH	1	0	0
PCCA	1	1	0
PCCB	1	1	0
HPE1	1	1	0
GLDC	1	0	0
AMT	1	0	0
GCSH	1	0	0
DLD	1	0	0
GULOP	1	0	0
INVS	1	0	0
LTC4S	1	0	0
PNLIP	1	0	0
LIPB	0	0	0
DBT	1	0	0
BCKDHB	1	0	0
MVK	1	1	0
MYMY1	1	0	0
IDUA	1	0	0
MYP18	1	0	0
OPA6	1	1	0
F11	1	1	0
HPLH1	1	0	0
SCAR3	1	0	0
NKS1	1	0	0
TBXAS1	1	1	0
THM	0	0	0
TREH	0	0	0
PRSS1	1	1	1
MYO7A	1	1	0
ARSD	0	0	0
ARSF	1	0	0
MECP2	1	1	1
CETN2	0	0	0
IL9R	0	0	0
CLCN5	1	1	0
